n-size,edge_probability,operations_count,time,output
1,0.3,0,4.76837158203125e-06,False
1,0.3,0,2.6226043701171875e-06,False
1,0.3,0,2.86102294921875e-06,False
1,0.3,0,2.384185791015625e-06,False
1,0.3,0,2.86102294921875e-06,False
1,0.3,0,2.384185791015625e-06,False
1,0.3,0,2.384185791015625e-06,False
1,0.3,0,2.6226043701171875e-06,False
1,0.3,0,2.384185791015625e-06,False
1,0.3,0,2.1457672119140625e-06,False
1,0.3,0,2.384185791015625e-06,False
1,0.3,0,2.384185791015625e-06,False
1,0.3,0,2.384185791015625e-06,False
1,0.3,0,2.86102294921875e-06,False
1,0.3,0,2.384185791015625e-06,False
1,0.3,0,2.1457672119140625e-06,False
1,0.3,0,2.384185791015625e-06,False
1,0.3,0,2.384185791015625e-06,False
1,0.3,0,2.1457672119140625e-06,False
1,0.3,0,2.384185791015625e-06,False
1,0.3,0,2.384185791015625e-06,False
1,0.3,0,2.1457672119140625e-06,False
1,0.3,0,1.9073486328125e-06,False
1,0.3,0,2.384185791015625e-06,False
1,0.3,0,2.1457672119140625e-06,False
1,0.3,0,2.384185791015625e-06,False
1,0.3,0,2.6226043701171875e-06,False
1,0.3,0,2.1457672119140625e-06,False
1,0.3,0,2.384185791015625e-06,False
1,0.3,0,2.1457672119140625e-06,False
1,0.5,0,5.0067901611328125e-06,False
1,0.5,0,2.86102294921875e-06,False
1,0.5,0,2.6226043701171875e-06,False
1,0.5,0,2.86102294921875e-06,False
1,0.5,0,3.0994415283203125e-06,False
1,0.5,0,2.86102294921875e-06,False
1,0.5,0,2.6226043701171875e-06,False
1,0.5,0,2.1457672119140625e-06,False
1,0.5,0,2.6226043701171875e-06,False
1,0.5,0,2.384185791015625e-06,False
1,0.5,0,1.6689300537109375e-06,False
1,0.5,0,2.384185791015625e-06,False
1,0.5,0,2.1457672119140625e-06,False
1,0.5,0,2.384185791015625e-06,False
1,0.5,0,2.384185791015625e-06,False
1,0.5,0,2.6226043701171875e-06,False
1,0.5,0,2.384185791015625e-06,False
1,0.5,0,2.1457672119140625e-06,False
1,0.5,0,2.1457672119140625e-06,False
1,0.5,0,2.6226043701171875e-06,False
1,0.5,0,2.384185791015625e-06,False
1,0.5,0,2.1457672119140625e-06,False
1,0.5,0,2.86102294921875e-06,False
1,0.5,0,2.1457672119140625e-06,False
1,0.5,0,2.384185791015625e-06,False
1,0.5,0,2.6226043701171875e-06,False
1,0.5,0,2.1457672119140625e-06,False
1,0.5,0,2.6226043701171875e-06,False
1,0.5,0,2.384185791015625e-06,False
1,0.5,0,2.1457672119140625e-06,False
1,0.7,0,4.76837158203125e-06,False
1,0.7,0,2.6226043701171875e-06,False
1,0.7,0,2.384185791015625e-06,False
1,0.7,0,2.1457672119140625e-06,False
1,0.7,0,3.0994415283203125e-06,False
1,0.7,0,2.1457672119140625e-06,False
1,0.7,0,2.1457672119140625e-06,False
1,0.7,0,2.384185791015625e-06,False
1,0.7,0,1.9073486328125e-06,False
1,0.7,0,2.6226043701171875e-06,False
1,0.7,0,2.1457672119140625e-06,False
1,0.7,0,2.384185791015625e-06,False
1,0.7,0,2.384185791015625e-06,False
1,0.7,0,1.6689300537109375e-06,False
1,0.7,0,2.1457672119140625e-06,False
1,0.7,0,2.1457672119140625e-06,False
1,0.7,0,2.384185791015625e-06,False
1,0.7,0,1.6689300537109375e-06,False
1,0.7,0,2.1457672119140625e-06,False
1,0.7,0,2.1457672119140625e-06,False
1,0.7,0,2.384185791015625e-06,False
1,0.7,0,1.9073486328125e-06,False
1,0.7,0,2.1457672119140625e-06,False
1,0.7,0,2.384185791015625e-06,False
1,0.7,0,2.6226043701171875e-06,False
1,0.7,0,2.1457672119140625e-06,False
1,0.7,0,2.6226043701171875e-06,False
1,0.7,0,2.86102294921875e-06,False
1,0.7,0,1.6689300537109375e-06,False
1,0.7,0,2.86102294921875e-06,False
2,0.3,0,5.4836273193359375e-06,False
2,0.3,0,3.337860107421875e-06,False
2,0.3,0,3.0994415283203125e-06,False
2,0.3,1,4.5299530029296875e-06,True
2,0.3,0,2.86102294921875e-06,False
2,0.3,0,2.384185791015625e-06,False
2,0.3,1,4.291534423828125e-06,True
2,0.3,0,2.86102294921875e-06,False
2,0.3,0,1.6689300537109375e-06,False
2,0.3,0,2.384185791015625e-06,False
2,0.3,0,2.86102294921875e-06,False
2,0.3,0,2.6226043701171875e-06,False
2,0.3,0,2.86102294921875e-06,False
2,0.3,1,2.86102294921875e-06,True
2,0.3,0,2.86102294921875e-06,False
2,0.3,1,3.0994415283203125e-06,True
2,0.3,1,3.337860107421875e-06,True
2,0.3,1,3.337860107421875e-06,True
2,0.3,0,2.86102294921875e-06,False
2,0.3,1,3.0994415283203125e-06,True
2,0.3,0,3.0994415283203125e-06,False
2,0.3,1,2.86102294921875e-06,True
2,0.3,0,2.86102294921875e-06,False
2,0.3,0,2.86102294921875e-06,False
2,0.3,0,3.0994415283203125e-06,False
2,0.3,0,2.86102294921875e-06,False
2,0.3,0,2.6226043701171875e-06,False
2,0.3,0,2.86102294921875e-06,False
2,0.3,0,2.6226043701171875e-06,False
2,0.3,0,3.0994415283203125e-06,False
2,0.5,0,5.245208740234375e-06,False
2,0.5,1,4.291534423828125e-06,True
2,0.5,0,2.86102294921875e-06,False
2,0.5,1,2.86102294921875e-06,True
2,0.5,1,2.86102294921875e-06,True
2,0.5,1,3.337860107421875e-06,True
2,0.5,1,2.86102294921875e-06,True
2,0.5,1,2.86102294921875e-06,True
2,0.5,0,2.86102294921875e-06,False
2,0.5,0,1.9073486328125e-06,False
2,0.5,1,3.337860107421875e-06,True
2,0.5,1,3.0994415283203125e-06,True
2,0.5,1,3.337860107421875e-06,True
2,0.5,0,2.384185791015625e-06,False
2,0.5,1,3.337860107421875e-06,True
2,0.5,0,2.1457672119140625e-06,False
2,0.5,1,2.86102294921875e-06,True
2,0.5,1,3.337860107421875e-06,True
2,0.5,1,5.0067901611328125e-06,True
2,0.5,0,3.337860107421875e-06,False
2,0.5,1,4.291534423828125e-06,True
2,0.5,1,3.337860107421875e-06,True
2,0.5,1,3.337860107421875e-06,True
2,0.5,0,1.430511474609375e-06,False
2,0.5,1,2.86102294921875e-06,True
2,0.5,0,2.384185791015625e-06,False
2,0.5,0,3.0994415283203125e-06,False
2,0.5,0,2.1457672119140625e-06,False
2,0.5,0,2.384185791015625e-06,False
2,0.5,1,2.86102294921875e-06,True
2,0.7,1,6.4373016357421875e-06,True
2,0.7,1,3.337860107421875e-06,True
2,0.7,0,3.0994415283203125e-06,False
2,0.7,1,3.337860107421875e-06,True
2,0.7,1,2.86102294921875e-06,True
2,0.7,1,2.86102294921875e-06,True
2,0.7,1,3.337860107421875e-06,True
2,0.7,0,2.384185791015625e-06,False
2,0.7,1,2.86102294921875e-06,True
2,0.7,1,2.86102294921875e-06,True
2,0.7,1,2.86102294921875e-06,True
2,0.7,1,2.6226043701171875e-06,True
2,0.7,1,2.6226043701171875e-06,True
2,0.7,0,2.384185791015625e-06,False
2,0.7,0,2.86102294921875e-06,False
2,0.7,1,3.337860107421875e-06,True
2,0.7,1,3.814697265625e-06,True
2,0.7,0,2.384185791015625e-06,False
2,0.7,0,2.384185791015625e-06,False
2,0.7,1,2.86102294921875e-06,True
2,0.7,1,3.0994415283203125e-06,True
2,0.7,0,2.384185791015625e-06,False
2,0.7,1,2.86102294921875e-06,True
2,0.7,1,2.86102294921875e-06,True
2,0.7,1,2.86102294921875e-06,True
2,0.7,1,2.86102294921875e-06,True
2,0.7,0,2.1457672119140625e-06,False
2,0.7,1,2.86102294921875e-06,True
2,0.7,1,2.6226043701171875e-06,True
2,0.7,1,3.0994415283203125e-06,True
3,0.3,1,6.67572021484375e-06,False
3,0.3,1,4.291534423828125e-06,False
3,0.3,0,3.337860107421875e-06,False
3,0.3,0,2.86102294921875e-06,False
3,0.3,0,2.6226043701171875e-06,False
3,0.3,0,2.86102294921875e-06,False
3,0.3,1,3.814697265625e-06,False
3,0.3,1,2.86102294921875e-06,False
3,0.3,1,3.337860107421875e-06,False
3,0.3,1,2.86102294921875e-06,False
3,0.3,1,3.337860107421875e-06,False
3,0.3,1,3.337860107421875e-06,False
3,0.3,1,3.5762786865234375e-06,False
3,0.3,1,2.86102294921875e-06,False
3,0.3,2,4.291534423828125e-06,False
3,0.3,0,2.6226043701171875e-06,False
3,0.3,0,3.5762786865234375e-06,False
3,0.3,1,4.0531158447265625e-06,False
3,0.3,1,4.0531158447265625e-06,False
3,0.3,1,4.291534423828125e-06,False
3,0.3,1,3.337860107421875e-06,False
3,0.3,2,4.291534423828125e-06,False
3,0.3,0,2.86102294921875e-06,False
3,0.3,0,2.6226043701171875e-06,False
3,0.3,1,3.0994415283203125e-06,False
3,0.3,4,4.5299530029296875e-06,True
3,0.3,1,3.0994415283203125e-06,False
3,0.3,0,2.86102294921875e-06,False
3,0.3,2,4.0531158447265625e-06,False
3,0.3,1,3.337860107421875e-06,False
3,0.5,1,6.198883056640625e-06,False
3,0.5,1,4.5299530029296875e-06,False
3,0.5,2,4.5299530029296875e-06,False
3,0.5,1,3.814697265625e-06,False
3,0.5,1,3.337860107421875e-06,False
3,0.5,0,2.86102294921875e-06,False
3,0.5,2,4.0531158447265625e-06,False
3,0.5,2,4.291534423828125e-06,False
3,0.5,4,5.245208740234375e-06,True
3,0.5,2,3.814697265625e-06,False
3,0.5,1,3.814697265625e-06,False
3,0.5,2,3.5762786865234375e-06,False
3,0.5,2,3.814697265625e-06,False
3,0.5,2,3.814697265625e-06,False
3,0.5,1,2.86102294921875e-06,False
3,0.5,2,3.814697265625e-06,False
3,0.5,1,3.337860107421875e-06,False
3,0.5,2,3.814697265625e-06,False
3,0.5,1,2.1457672119140625e-06,False
3,0.5,2,4.291534423828125e-06,False
3,0.5,2,4.5299530029296875e-06,False
3,0.5,2,3.814697265625e-06,False
3,0.5,1,3.337860107421875e-06,False
3,0.5,1,3.337860107421875e-06,False
3,0.5,0,2.6226043701171875e-06,False
3,0.5,2,4.0531158447265625e-06,False
3,0.5,2,3.5762786865234375e-06,False
3,0.5,1,3.337860107421875e-06,False
3,0.5,2,3.814697265625e-06,False
3,0.5,2,3.814697265625e-06,False
3,0.7,2,7.3909759521484375e-06,False
3,0.7,1,4.291534423828125e-06,False
3,0.7,1,2.86102294921875e-06,False
3,0.7,1,4.0531158447265625e-06,False
3,0.7,2,4.5299530029296875e-06,False
3,0.7,2,4.291534423828125e-06,False
3,0.7,2,4.291534423828125e-06,False
3,0.7,1,3.814697265625e-06,False
3,0.7,4,4.291534423828125e-06,True
3,0.7,2,4.291534423828125e-06,False
3,0.7,2,3.0994415283203125e-06,False
3,0.7,1,3.814697265625e-06,False
3,0.7,2,4.291534423828125e-06,False
3,0.7,2,4.0531158447265625e-06,False
3,0.7,0,2.86102294921875e-06,False
3,0.7,4,4.76837158203125e-06,True
3,0.7,2,3.337860107421875e-06,False
3,0.7,2,3.5762786865234375e-06,False
3,0.7,4,4.76837158203125e-06,True
3,0.7,1,3.337860107421875e-06,False
3,0.7,0,2.86102294921875e-06,False
3,0.7,1,3.337860107421875e-06,False
3,0.7,4,4.291534423828125e-06,True
3,0.7,4,4.291534423828125e-06,True
3,0.7,2,3.814697265625e-06,False
3,0.7,4,4.76837158203125e-06,True
3,0.7,4,5.0067901611328125e-06,True
3,0.7,2,3.814697265625e-06,False
3,0.7,4,4.5299530029296875e-06,True
3,0.7,2,2.86102294921875e-06,False
4,0.3,1,6.9141387939453125e-06,False
4,0.3,1,5.0067901611328125e-06,False
4,0.3,2,5.245208740234375e-06,False
4,0.3,1,3.814697265625e-06,False
4,0.3,3,5.7220458984375e-06,False
4,0.3,1,3.814697265625e-06,False
4,0.3,2,4.5299530029296875e-06,False
4,0.3,2,4.291534423828125e-06,False
4,0.3,1,4.291534423828125e-06,False
4,0.3,1,3.337860107421875e-06,False
4,0.3,2,4.0531158447265625e-06,False
4,0.3,2,4.0531158447265625e-06,False
4,0.3,1,3.5762786865234375e-06,False
4,0.3,0,3.337860107421875e-06,False
4,0.3,5,6.198883056640625e-06,False
4,0.3,0,3.337860107421875e-06,False
4,0.3,0,3.337860107421875e-06,False
4,0.3,2,4.5299530029296875e-06,False
4,0.3,1,3.814697265625e-06,False
4,0.3,2,5.0067901611328125e-06,False
4,0.3,1,3.814697265625e-06,False
4,0.3,1,3.337860107421875e-06,False
4,0.3,2,4.76837158203125e-06,False
4,0.3,2,4.291534423828125e-06,False
4,0.3,2,4.0531158447265625e-06,False
4,0.3,1,2.6226043701171875e-06,False
4,0.3,5,5.7220458984375e-06,False
4,0.3,4,5.9604644775390625e-06,False
4,0.3,1,4.291534423828125e-06,False
4,0.3,2,3.5762786865234375e-06,False
4,0.5,4,8.821487426757812e-06,False
4,0.5,4,5.9604644775390625e-06,False
4,0.5,2,5.0067901611328125e-06,False
4,0.5,5,6.9141387939453125e-06,False
4,0.5,9,8.58306884765625e-06,True
4,0.5,2,4.76837158203125e-06,False
4,0.5,3,5.0067901611328125e-06,False
4,0.5,4,5.9604644775390625e-06,False
4,0.5,9,8.58306884765625e-06,True
4,0.5,1,3.814697265625e-06,False
4,0.5,2,4.5299530029296875e-06,False
4,0.5,1,3.814697265625e-06,False
4,0.5,9,7.62939453125e-06,True
4,0.5,3,4.5299530029296875e-06,False
4,0.5,3,5.0067901611328125e-06,False
4,0.5,5,5.7220458984375e-06,False
4,0.5,3,4.76837158203125e-06,False
4,0.5,4,5.4836273193359375e-06,False
4,0.5,1,4.291534423828125e-06,False
4,0.5,5,5.9604644775390625e-06,False
4,0.5,1,3.5762786865234375e-06,False
4,0.5,9,7.3909759521484375e-06,True
4,0.5,4,5.0067901611328125e-06,False
4,0.5,1,3.814697265625e-06,False
4,0.5,5,6.198883056640625e-06,False
4,0.5,2,4.5299530029296875e-06,False
4,0.5,2,4.291534423828125e-06,False
4,0.5,3,5.7220458984375e-06,False
4,0.5,3,4.76837158203125e-06,False
4,0.5,4,5.4836273193359375e-06,False
4,0.7,9,1.0728836059570312e-05,True
4,0.7,2,5.245208740234375e-06,False
4,0.7,15,1.2159347534179688e-05,True
4,0.7,3,5.4836273193359375e-06,False
4,0.7,2,4.5299530029296875e-06,False
4,0.7,5,6.4373016357421875e-06,False
4,0.7,9,8.344650268554688e-06,True
4,0.7,3,5.0067901611328125e-06,False
4,0.7,3,5.0067901611328125e-06,False
4,0.7,4,5.245208740234375e-06,False
4,0.7,9,8.58306884765625e-06,True
4,0.7,15,1.0967254638671875e-05,True
4,0.7,5,5.4836273193359375e-06,False
4,0.7,5,5.9604644775390625e-06,False
4,0.7,15,1.049041748046875e-05,True
4,0.7,5,6.67572021484375e-06,False
4,0.7,5,6.198883056640625e-06,False
4,0.7,6,6.4373016357421875e-06,True
4,0.7,6,6.198883056640625e-06,True
4,0.7,5,5.4836273193359375e-06,False
4,0.7,9,6.9141387939453125e-06,True
4,0.7,6,6.198883056640625e-06,True
4,0.7,3,5.4836273193359375e-06,False
4,0.7,9,7.3909759521484375e-06,True
4,0.7,9,8.106231689453125e-06,True
4,0.7,15,1.0251998901367188e-05,True
4,0.7,9,7.3909759521484375e-06,True
4,0.7,9,7.3909759521484375e-06,True
4,0.7,4,5.245208740234375e-06,False
4,0.7,9,7.152557373046875e-06,True
5,0.3,4,1.0013580322265625e-05,False
5,0.3,0,3.814697265625e-06,False
5,0.3,5,6.67572021484375e-06,False
5,0.3,4,6.4373016357421875e-06,False
5,0.3,2,5.245208740234375e-06,False
5,0.3,2,4.76837158203125e-06,False
5,0.3,7,7.62939453125e-06,False
5,0.3,2,5.0067901611328125e-06,False
5,0.3,5,6.67572021484375e-06,False
5,0.3,3,5.4836273193359375e-06,False
5,0.3,1,4.291534423828125e-06,False
5,0.3,2,4.5299530029296875e-06,False
5,0.3,3,5.0067901611328125e-06,False
5,0.3,4,5.7220458984375e-06,False
5,0.3,4,5.7220458984375e-06,False
5,0.3,4,5.9604644775390625e-06,False
5,0.3,4,5.9604644775390625e-06,False
5,0.3,4,5.7220458984375e-06,False
5,0.3,4,5.9604644775390625e-06,False
5,0.3,1,4.291534423828125e-06,False
5,0.3,2,4.5299530029296875e-06,False
5,0.3,2,4.76837158203125e-06,False
5,0.3,5,6.67572021484375e-06,False
5,0.3,3,5.245208740234375e-06,False
5,0.3,4,5.7220458984375e-06,False
5,0.3,11,9.775161743164062e-06,False
5,0.3,3,5.245208740234375e-06,False
5,0.3,3,5.4836273193359375e-06,False
5,0.3,3,4.76837158203125e-06,False
5,0.3,2,4.5299530029296875e-06,False
5,0.5,5,9.5367431640625e-06,False
5,0.5,4,6.4373016357421875e-06,False
5,0.5,5,6.67572021484375e-06,False
5,0.5,1,4.291534423828125e-06,False
5,0.5,7,6.9141387939453125e-06,False
5,0.5,6,7.62939453125e-06,False
5,0.5,12,1.0728836059570312e-05,True
5,0.5,7,7.62939453125e-06,False
5,0.5,16,1.2636184692382812e-05,True
5,0.5,3,5.7220458984375e-06,False
5,0.5,5,6.198883056640625e-06,False
5,0.5,6,7.152557373046875e-06,False
5,0.5,1,3.814697265625e-06,False
5,0.5,6,7.152557373046875e-06,False
5,0.5,11,8.58306884765625e-06,False
5,0.5,5,6.67572021484375e-06,False
5,0.5,4,5.0067901611328125e-06,False
5,0.5,5,6.198883056640625e-06,False
5,0.5,3,5.0067901611328125e-06,False
5,0.5,16,1.239776611328125e-05,True
5,0.5,3,5.4836273193359375e-06,False
5,0.5,16,1.2874603271484375e-05,True
5,0.5,6,7.152557373046875e-06,False
5,0.5,1,4.5299530029296875e-06,False
5,0.5,12,9.775161743164062e-06,True
5,0.5,25,2.8133392333984375e-05,True
5,0.5,6,6.67572021484375e-06,False
5,0.5,12,1.0013580322265625e-05,False
5,0.5,7,7.62939453125e-06,False
5,0.5,4,5.9604644775390625e-06,False
5,0.7,28,2.4080276489257812e-05,True
5,0.7,25,1.7404556274414062e-05,True
5,0.7,28,1.9311904907226562e-05,True
5,0.7,12,1.049041748046875e-05,True
5,0.7,52,3.0517578125e-05,True
5,0.7,9,8.106231689453125e-06,False
5,0.7,38,2.288818359375e-05,True
5,0.7,21,1.4781951904296875e-05,True
5,0.7,28,1.8596649169921875e-05,True
5,0.7,38,2.2649765014648438e-05,True
5,0.7,3,5.7220458984375e-06,False
5,0.7,16,1.239776611328125e-05,True
5,0.7,16,1.239776611328125e-05,True
5,0.7,25,1.621246337890625e-05,True
5,0.7,25,1.5974044799804688e-05,True
5,0.7,38,2.2172927856445312e-05,True
5,0.7,25,1.621246337890625e-05,True
5,0.7,6,7.152557373046875e-06,False
5,0.7,10,8.344650268554688e-06,False
5,0.7,10,8.58306884765625e-06,False
5,0.7,12,9.775161743164062e-06,False
5,0.7,25,1.5497207641601562e-05,True
5,0.7,25,1.5735626220703125e-05,True
5,0.7,12,9.059906005859375e-06,False
5,0.7,16,1.1205673217773438e-05,True
5,0.7,12,1.0251998901367188e-05,False
5,0.7,28,1.7404556274414062e-05,True
5,0.7,16,1.1444091796875e-05,False
5,0.7,38,2.2649765014648438e-05,True
5,0.7,38,2.1696090698242188e-05,True
6,0.3,10,1.3113021850585938e-05,False
6,0.3,3,5.9604644775390625e-06,False
6,0.3,4,6.67572021484375e-06,False
6,0.3,5,7.152557373046875e-06,False
6,0.3,2,5.4836273193359375e-06,False
6,0.3,2,5.4836273193359375e-06,False
6,0.3,7,8.106231689453125e-06,False
6,0.3,9,9.298324584960938e-06,False
6,0.3,9,8.821487426757812e-06,False
6,0.3,7,8.106231689453125e-06,False
6,0.3,7,7.62939453125e-06,False
6,0.3,5,6.198883056640625e-06,False
6,0.3,7,7.62939453125e-06,False
6,0.3,5,6.9141387939453125e-06,False
6,0.3,12,1.1444091796875e-05,False
6,0.3,2,5.0067901611328125e-06,False
6,0.3,2,5.245208740234375e-06,False
6,0.3,15,1.3113021850585938e-05,False
6,0.3,5,6.4373016357421875e-06,False
6,0.3,6,7.152557373046875e-06,False
6,0.3,7,7.867813110351562e-06,False
6,0.3,7,7.62939453125e-06,False
6,0.3,2,5.0067901611328125e-06,False
6,0.3,15,1.239776611328125e-05,False
6,0.3,2,5.245208740234375e-06,False
6,0.3,13,1.1205673217773438e-05,False
6,0.3,32,2.2411346435546875e-05,True
6,0.3,4,6.67572021484375e-06,False
6,0.3,3,5.4836273193359375e-06,False
6,0.3,4,5.4836273193359375e-06,False
6,0.5,5,1.0013580322265625e-05,False
6,0.5,42,3.0994415283203125e-05,True
6,0.5,7,8.58306884765625e-06,False
6,0.5,19,1.52587890625e-05,False
6,0.5,8,8.58306884765625e-06,False
6,0.5,17,1.33514404296875e-05,False
6,0.5,10,9.775161743164062e-06,False
6,0.5,5,6.67572021484375e-06,False
6,0.5,17,1.4066696166992188e-05,False
6,0.5,15,1.3113021850585938e-05,False
6,0.5,8,7.867813110351562e-06,False
6,0.5,6,7.152557373046875e-06,False
6,0.5,5,6.4373016357421875e-06,False
6,0.5,34,2.2649765014648438e-05,False
6,0.5,25,1.7404556274414062e-05,False
6,0.5,4,5.9604644775390625e-06,False
6,0.5,13,1.1444091796875e-05,False
6,0.5,45,2.765655517578125e-05,False
6,0.5,15,1.1682510375976562e-05,False
6,0.5,50,3.0517578125e-05,True
6,0.5,50,2.9325485229492188e-05,True
6,0.5,8,8.58306884765625e-06,False
6,0.5,15,1.1205673217773438e-05,False
6,0.5,32,2.0265579223632812e-05,True
6,0.5,20,1.5020370483398438e-05,True
6,0.5,48,2.9802322387695312e-05,True
6,0.5,36,2.3365020751953125e-05,True
6,0.5,20,1.4066696166992188e-05,True
6,0.5,15,1.2636184692382812e-05,False
6,0.5,57,3.4809112548828125e-05,True
6,0.7,77,5.1021575927734375e-05,True
6,0.7,31,2.1457672119140625e-05,False
6,0.7,26,1.8596649169921875e-05,False
6,0.7,39,2.5510787963867188e-05,False
6,0.7,89,5.340576171875e-05,True
6,0.7,50,3.147125244140625e-05,True
6,0.7,63,3.743171691894531e-05,True
6,0.7,20,1.5497207641601562e-05,False
6,0.7,113,8.20159912109375e-05,True
6,0.7,57,4.1484832763671875e-05,True
6,0.7,81,4.792213439941406e-05,True
6,0.7,89,5.412101745605469e-05,True
6,0.7,53,3.1948089599609375e-05,True
6,0.7,89,5.3882598876953125e-05,True
6,0.7,25,1.7404556274414062e-05,False
6,0.7,39,2.8848648071289062e-05,True
6,0.7,36,2.3365020751953125e-05,True
6,0.7,57,3.409385681152344e-05,True
6,0.7,34,2.2411346435546875e-05,True
6,0.7,89,5.269050598144531e-05,True
6,0.7,39,2.4557113647460938e-05,False
6,0.7,63,3.743171691894531e-05,True
6,0.7,34,2.2411346435546875e-05,True
6,0.7,81,4.744529724121094e-05,True
6,0.7,45,2.765655517578125e-05,False
6,0.7,45,2.7179718017578125e-05,False
6,0.7,52,3.0994415283203125e-05,True
6,0.7,77,4.506111145019531e-05,True
6,0.7,63,3.6716461181640625e-05,True
6,0.7,39,2.5033950805664062e-05,True
7,0.3,16,1.7642974853515625e-05,False
7,0.3,5,7.152557373046875e-06,False
7,0.3,5,7.3909759521484375e-06,False
7,0.3,4,6.4373016357421875e-06,False
7,0.3,34,2.5510787963867188e-05,False
7,0.3,4,6.67572021484375e-06,False
7,0.3,7,7.867813110351562e-06,False
7,0.3,6,7.62939453125e-06,False
7,0.3,16,1.3828277587890625e-05,False
7,0.3,32,2.288818359375e-05,False
7,0.3,6,7.62939453125e-06,False
7,0.3,4,6.4373016357421875e-06,False
7,0.3,5,7.152557373046875e-06,False
7,0.3,6,7.62939453125e-06,False
7,0.3,75,5.555152893066406e-05,True
7,0.3,12,1.2874603271484375e-05,False
7,0.3,8,7.867813110351562e-06,False
7,0.3,3,5.7220458984375e-06,False
7,0.3,4,6.4373016357421875e-06,False
7,0.3,10,9.298324584960938e-06,False
7,0.3,24,1.811981201171875e-05,False
7,0.3,4,6.198883056640625e-06,False
7,0.3,7,7.867813110351562e-06,False
7,0.3,9,9.5367431640625e-06,False
7,0.3,5,6.9141387939453125e-06,False
7,0.3,46,3.147125244140625e-05,False
7,0.3,5,6.198883056640625e-06,False
7,0.3,13,1.1682510375976562e-05,False
7,0.3,7,8.58306884765625e-06,False
7,0.3,8,8.344650268554688e-06,False
7,0.5,73,5.221366882324219e-05,True
7,0.5,54,3.5762786865234375e-05,False
7,0.5,55,3.5762786865234375e-05,False
7,0.5,22,1.7642974853515625e-05,False
7,0.5,66,4.315376281738281e-05,False
7,0.5,95,6.079673767089844e-05,True
7,0.5,24,1.8358230590820312e-05,False
7,0.5,30,2.4318695068359375e-05,False
7,0.5,37,2.5987625122070312e-05,False
7,0.5,27,2.002716064453125e-05,False
7,0.5,12,1.1205673217773438e-05,False
7,0.5,42,2.7894973754882812e-05,False
7,0.5,72,4.673004150390625e-05,True
7,0.5,163,0.00010824203491210938,True
7,0.5,62,4.124641418457031e-05,True
7,0.5,141,8.7738037109375e-05,True
7,0.5,20,1.621246337890625e-05,False
7,0.5,102,6.508827209472656e-05,True
7,0.5,47,3.147125244140625e-05,False
7,0.5,138,8.630752563476562e-05,True
7,0.5,45,2.9087066650390625e-05,False
7,0.5,65,4.100799560546875e-05,False
7,0.5,49,3.123283386230469e-05,False
7,0.5,37,2.5272369384765625e-05,True
7,0.5,14,1.3113021850585938e-05,False
7,0.5,35,2.47955322265625e-05,True
7,0.5,121,7.486343383789062e-05,True
7,0.5,187,0.00011682510375976562,True
7,0.5,13,1.1682510375976562e-05,False
7,0.5,214,0.00013685226440429688,True
7,0.7,74,5.245208740234375e-05,True
7,0.7,203,0.00013208389282226562,True
7,0.7,100,6.413459777832031e-05,True
7,0.7,152,9.322166442871094e-05,True
7,0.7,156,9.679794311523438e-05,True
7,0.7,63,4.291534423828125e-05,True
7,0.7,58,3.790855407714844e-05,False
7,0.7,224,0.0001399517059326172,True
7,0.7,103,6.651878356933594e-05,True
7,0.7,333,0.00024771690368652344,True
7,0.7,136,8.487701416015625e-05,True
7,0.7,259,0.0001571178436279297,True
7,0.7,224,0.00013780593872070312,True
7,0.7,234,0.00014448165893554688,True
7,0.7,313,0.00019359588623046875,True
7,0.7,81,5.1975250244140625e-05,True
7,0.7,105,6.628036499023438e-05,True
7,0.7,259,0.00015807151794433594,True
7,0.7,224,0.0001380443572998047,True
7,0.7,125,7.724761962890625e-05,True
7,0.7,252,0.00015497207641601562,True
7,0.7,125,7.581710815429688e-05,True
7,0.7,112,6.961822509765625e-05,True
7,0.7,273,0.0001647472381591797,True
7,0.7,114,7.081031799316406e-05,True
7,0.7,257,0.00016808509826660156,True
7,0.7,262,0.00015306472778320312,True
7,0.7,37,2.6464462280273438e-05,False
7,0.7,152,9.298324584960938e-05,True
7,0.7,284,0.00016951560974121094,True
8,0.3,25,2.4080276489257812e-05,False
8,0.3,24,1.9311904907226562e-05,False
8,0.3,65,4.57763671875e-05,False
8,0.3,19,1.6689300537109375e-05,False
8,0.3,25,1.9073486328125e-05,False
8,0.3,10,1.049041748046875e-05,False
8,0.3,8,8.821487426757812e-06,False
8,0.3,16,1.4066696166992188e-05,False
8,0.3,20,1.5974044799804688e-05,False
8,0.3,45,3.0994415283203125e-05,False
8,0.3,20,1.6450881958007812e-05,False
8,0.3,61,5.125999450683594e-05,False
8,0.3,3,6.67572021484375e-06,False
8,0.3,4,6.9141387939453125e-06,False
8,0.3,24,1.8596649169921875e-05,False
8,0.3,9,9.5367431640625e-06,False
8,0.3,6,7.62939453125e-06,False
8,0.3,7,8.344650268554688e-06,False
8,0.3,10,1.0251998901367188e-05,False
8,0.3,40,2.86102294921875e-05,False
8,0.3,6,7.62939453125e-06,False
8,0.3,24,1.8835067749023438e-05,False
8,0.3,76,5.173683166503906e-05,False
8,0.3,10,1.049041748046875e-05,False
8,0.3,37,2.574920654296875e-05,False
